;gens;d.max;n.max;range;n.tot;occurrences.class_name;occurrences.order_name;Ma.old;Bin.old;genus_name
273;Anthozoa Cyathocoenia;9072;7;4;14;Anthozoa;Scleractinia;245;27;Cyathocoenia
274;Anthozoa Cyathopaedium;4;4;3;5;Anthozoa;Stauriida;412.3;12;Cyathopaedium
275;Anthozoa Cyathophora;13935;26;9;78;Anthozoa;Scleractinia;171.6;33;Cyathophora
276;Anthozoa Cyathophylliopsis;9430;2;2;3;Anthozoa;Scleractinia;171.6;33;Cyathophylliopsis
277;Anthozoa Cyathophylloides;14939;9;4;15;Anthozoa;Stauriida;460.5;8;Cyathophylloides
278;Anthozoa Cyathophyllum;17678;15;6;35;Anthozoa;Stauriida;449.5;9;Cyathophyllum
279;Anthozoa Cyathoseris;13962;9;7;32;Anthozoa;Scleractinia;70.6;43;Cyathoseris
280;Anthozoa Cycliphyllia;6863;13;1;13;Anthozoa;Scleractinia;216.5;29;Cycliphyllia
281;Anthozoa Cyclolites;15431;4;9;14;Anthozoa;Scleractinia;125;38;Cyclolites
282;Anthozoa Cycloseris;19731;11;6;18;Anthozoa;Scleractinia;70.6;43;Cycloseris
283;Anthozoa Cylindrophyllum;17155;16;2;18;Anthozoa;Stauriida;409.1;13;Cylindrophyllum
284;Anthozoa Cylismilia;15;2;1;2;Anthozoa;Scleractinia;161.2;34;Cylismilia
285;Anthozoa Cymatelasma;7103;2;1;2;Anthozoa;Stauriida;426.2;11;Cymatelasma
286;Anthozoa Cymosmilia;6578;2;1;2;Anthozoa;Scleractinia;167.7;33;Cymosmilia
287;Anthozoa Cyphastrea;19177;33;4;49;Anthozoa;Scleractinia;37.2;46;Cyphastrea
288;Anthozoa Cyrtophyllum;15485;9;2;14;Anthozoa;Heliolitida;460.5;8;Cyrtophyllum
289;Anthozoa Cystelasma;0;1;2;2;Anthozoa;Stauriida;360.7;17;Cystelasma
290;Anthozoa Cystihalysites;11782;20;2;33;Anthozoa;Heliolitida;443.7;10;Cystihalysites
291;Anthozoa Cystihexagonaria;8089;3;1;3;Anthozoa;NA;383.7;15;Cystihexagonaria
292;Anthozoa Cystiphylloides;19465;114;4;131;Anthozoa;Cystiphyllida;418.7;11;Cystiphylloides
293;Anthozoa Cystiphyllum;19823;53;5;110;Anthozoa;Cystiphyllida;443.7;10;Cystiphyllum
294;Anthozoa Cystolonsdaleia;8291;3;2;5;Anthozoa;Stauriida;312;20;Cystolonsdaleia
295;Anthozoa Dalmanophyllum;11951;4;4;7;Anthozoa;Stauriida;460.5;8;Dalmanophyllum
296;Anthozoa Dasmosmilia;282;9;3;10;Anthozoa;Scleractinia;83.5;42;Dasmosmilia
297;Anthozoa Defrancia;2509;5;2;6;Anthozoa;Scleractinia;33.9;47;Defrancia
298;Anthozoa Deiracorallium;5029;16;1;16;Anthozoa;Stauriida;449.5;9;Deiracorallium
299;Anthozoa Deltocyathus;16207;7;6;13;Anthozoa;Scleractinia;70.6;43;Deltocyathus
300;Anthozoa Dendracis;8756;3;3;6;Anthozoa;Scleractinia;58.7;44;Dendracis
301;Anthozoa Dendraraea;5536;20;3;42;Anthozoa;Scleractinia;171.6;33;Dendraraea
302;Anthozoa Dendrastrea;6736;2;2;3;Anthozoa;Scleractinia;167.7;33;Dendrastrea
303;Anthozoa Dendrogyra;1858;8;2;9;Anthozoa;Scleractinia;20.43;48;Dendrogyra
304;Anthozoa Dendrohelia;0;2;2;3;Anthozoa;Scleractinia;161.2;34;Dendrohelia
305;Anthozoa Dendrophyllia;19940;37;7;72;Anthozoa;Scleractinia;70.6;43;Dendrophyllia
306;Anthozoa Dendropora;0;1;2;2;Anthozoa;Favositida;412.3;12;Dendropora
307;Anthozoa Dendrosmilia;0;1;4;2;Anthozoa;Scleractinia;112;39;Dendrosmilia
308;Anthozoa Dendrostella;18468;28;3;30;Anthozoa;Stauriida;412.3;12;Dendrostella
309;Anthozoa Dentilasma;16440;7;3;14;Anthozoa;Stauriida;449;9;Dentilasma
310;Anthozoa Depasophyllum;0;1;2;2;Anthozoa;Stauriida;409.1;13;Depasophyllum
311;Anthozoa Derivatolites;10118;4;1;4;Anthozoa;Heliolitida;428.2;11;Derivatolites
312;Anthozoa Dermoseris;6425;25;4;30;Anthozoa;Scleractinia;161.2;34;Dermoseris
313;Anthozoa Dermosmilia;13960;32;13;52;Anthozoa;Scleractinia;175.6;32;Dermosmilia
314;Anthozoa Dermosmiliopsis;1346;4;1;4;Anthozoa;Scleractinia;70.6;43;Dermosmiliopsis
315;Anthozoa Desmophyllum;1267;4;4;6;Anthozoa;Scleractinia;70.6;43;Desmophyllum
316;Anthozoa Diaseris;6313;3;1;3;Anthozoa;Scleractinia;5.33;49;Diaseris
317;Anthozoa Dibunophyllum;13223;27;5;79;Anthozoa;Stauriida;349.5;18;Dibunophyllum
318;Anthozoa Dichocoenia;4791;53;8;57;Anthozoa;Scleractinia;83.5;42;Dichocoenia
319;Anthozoa Dictuophyllia;7603;16;12;23;Anthozoa;Scleractinia;145.5;36;Dictuophyllia
320;Anthozoa Dictyaraea;7900;6;7;10;Anthozoa;Scleractinia;70.6;43;Dictyaraea
321;Anthozoa Dictyoastraea;0;1;2;2;Anthozoa;Scleractinia;33.9;47;Dictyoastraea
322;Anthozoa Dictyofavosites;6008;3;3;6;Anthozoa;Favositida;422.9;11;Dictyofavosites
323;Anthozoa Diffusolasma;8;2;1;2;Anthozoa;Stauriida;383.7;15;Diffusolasma
324;Anthozoa Digonophyllum;12018;13;2;16;Anthozoa;Cystiphyllida;409.1;13;Digonophyllum
325;Anthozoa Dimorpharaea;8705;32;8;49;Anthozoa;Scleractinia;171.6;33;Dimorpharaea
326;Anthozoa Dimorphastraeopsis;12;4;6;8;Anthozoa;Scleractinia;140.2;36;Dimorphastraeopsis
327;Anthozoa Dimorphastrea;10259;19;14;64;Anthozoa;Scleractinia;189.6;31;Dimorphastrea
328;Anthozoa Dimorphocoenia;5364;11;7;22;Anthozoa;Scleractinia;161.2;34;Dimorphocoenia
329;Anthozoa Dimorphomeandra;0;2;9;5;Anthozoa;Scleractinia;171.6;33;Dimorphomeandra
330;Anthozoa Dimorphoseris;54;3;3;5;Anthozoa;Scleractinia;167.7;33;Dimorphoseris
331;Anthozoa Dinophyllum;18971;27;2;31;Anthozoa;Stauriida;443.7;10;Dinophyllum
332;Anthozoa Diphyphyllum;11473;23;10;39;Anthozoa;Stauriida;428.2;11;Diphyphyllum
333;Anthozoa Diplaraea;17;2;2;3;Anthozoa;Scleractinia;161.2;34;Diplaraea
334;Anthozoa Diplhelia;11963;2;1;2;Anthozoa;Scleractinia;23.03;48;Diplhelia
335;Anthozoa Diploastrea;18338;14;12;37;Anthozoa;Scleractinia;125;38;Diploastrea
336;Anthozoa Diplochone;14809;2;5;7;Anthozoa;Cystiphyllida;443.7;10;Diplochone
337;Anthozoa Diplocoenia;6431;13;11;35;Anthozoa;Scleractinia;167.7;33;Diplocoenia
338;Anthozoa Diplocoeniella;95;2;1;2;Anthozoa;Scleractinia;130;37;Diplocoeniella
339;Anthozoa Diploctenium;5766;9;4;14;Anthozoa;Scleractinia;93.5;41;Diploctenium
340;Anthozoa Diploepora;7708;5;4;7;Anthozoa;Heliolitida;457.5;8;Diploepora
341;Anthozoa Diplogyra;2277;3;3;6;Anthozoa;Scleractinia;130;37;Diplogyra
342;Anthozoa Diplophyllum;14275;4;2;5;Anthozoa;Stauriida;443.7;10;Diplophyllum
343;Anthozoa Diploria;9318;104;6;124;Anthozoa;Scleractinia;65.5;44;Diploria
344;Anthozoa Discocoeniopsis;32;2;2;3;Anthozoa;Scleractinia;196.5;30;Discocoeniopsis
345;Anthozoa Discocyathus;5174;3;6;5;Anthozoa;Scleractinia;171.6;33;Discocyathus
346;Anthozoa Discotrochus;820;16;4;21;Anthozoa;Scleractinia;48.6;45;Discotrochus
347;Anthozoa Disphyllum;19068;78;6;141;Anthozoa;Stauriida;428.2;11;Disphyllum
348;Anthozoa Distichomeandra;13398;15;4;18;Anthozoa;Scleractinia;228;28;Distichomeandra
349;Anthozoa Distichophyllia;18206;47;3;51;Anthozoa;Scleractinia;245;27;Distichophyllia
350;Anthozoa Dnestrites;59;2;1;2;Anthozoa;Heliolitida;418.7;11;Dnestrites
351;Anthozoa Dohmophyllum;18434;22;3;28;Anthozoa;Stauriida;418.1;12;Dohmophyllum
352;Anthozoa Dokophyllum;6501;3;2;4;Anthozoa;Stauriida;436;10;Dokophyllum
353;Anthozoa Donacosmilia;4600;9;6;13;Anthozoa;Scleractinia;171.6;33;Donacosmilia
354;Anthozoa Dorlodotia;5361;4;3;5;Anthozoa;Stauriida;345;18;Dorlodotia
355;Anthozoa Drewerelasma;11;2;2;3;Anthozoa;NA;360.7;17;Drewerelasma
356;Anthozoa Duplophyllum;5591;2;4;3;Anthozoa;Stauriida;305;21;Duplophyllum
357;Anthozoa Durhamina;414;2;3;3;Anthozoa;Stauriida;302;21;Durhamina
358;Anthozoa Echigophyllum;0;1;2;2;Anthozoa;Stauriida;326.4;19;Echigophyllum
359;Anthozoa Echinophyllia;11356;6;2;10;Anthozoa;Scleractinia;23.03;48;Echinophyllia
360;Anthozoa Echinopora;11356;25;2;28;Anthozoa;Scleractinia;20.43;48;Echinopora
361;Anthozoa Echyropora;488;3;1;3;Anthozoa;Favositida;412.3;12;Echyropora
362;Anthozoa Ecnomiophyllum;0;2;1;2;Anthozoa;Stauriida;418.1;12;Ecnomiophyllum
363;Anthozoa Edaphophyllum;812;6;2;7;Anthozoa;Cystiphyllida;409.1;13;Edaphophyllum
364;Anthozoa Edwardsomeandra;8;2;1;2;Anthozoa;Scleractinia;167.7;33;Edwardsomeandra
365;Anthozoa Ekvasophyllum;3813;45;2;46;Anthozoa;Stauriida;360.7;17;Ekvasophyllum
366;Anthozoa Elasmophyllia;0;1;12;2;Anthozoa;Scleractinia;125;38;Elasmophyllia
367;Anthozoa Elephantaria;136;8;5;18;Anthozoa;Scleractinia;99.6;40;Elephantaria
368;Anthozoa Ellipsocoenia;12013;9;13;15;Anthozoa;Scleractinia;161.2;34;Ellipsocoenia
369;Anthozoa Ellipsosmilia;30;2;8;6;Anthozoa;Scleractinia;150.8;35;Ellipsosmilia
370;Anthozoa Ellisites;2258;4;1;4;Anthozoa;Heliolitida;449.5;9;Ellisites
371;Anthozoa Elysastraea;1760;5;5;9;Anthozoa;Scleractinia;237;27;Elysastraea
372;Anthozoa Embolophyllum;16087;8;3;13;Anthozoa;Stauriida;418.7;11;Embolophyllum
373;Anthozoa Emmonsia;17679;18;7;31;Anthozoa;Favositida;418.1;12;Emmonsia
374;Anthozoa Emmonsiella;42;3;2;5;Anthozoa;Favositida;418.7;11;Emmonsiella
375;Anthozoa Enallhelia;11190;18;7;33;Anthozoa;Scleractinia;167.7;33;Enallhelia
376;Anthozoa Enallocoenia;11617;18;3;23;Anthozoa;Scleractinia;171.6;33;Enallocoenia
377;Anthozoa Enallopsammia;922;2;2;3;Anthozoa;Scleractinia;37.2;46;Enallopsammia
378;Anthozoa Endopachys;1772;36;5;43;Anthozoa;Scleractinia;55.8;45;Endopachys
379;Anthozoa Endophyllum;15592;15;5;23;Anthozoa;Stauriida;422.9;11;Endophyllum
380;Anthozoa Entelophyllum;19410;35;4;55;Anthozoa;Stauriida;449;9;Entelophyllum
381;Anthozoa Enterolasma;7944;32;4;55;Anthozoa;Stauriida;443.7;10;Enterolasma
382;Anthozoa Eocatenipora;4898;3;1;3;Anthozoa;Heliolitida;449.5;9;Eocatenipora
383;Anthozoa Eocomoseris;639;2;9;5;Anthozoa;Scleractinia;199.6;30;Eocomoseris
384;Anthozoa Eofletcheria;18752;19;3;26;Anthozoa;Sarcinulida;460.5;7;Eofletcheria
385;Anthozoa Eoglossophyllum;207;2;1;2;Anthozoa;Stauriida;418.1;12;Eoglossophyllum
386;Anthozoa Eohydnophora;9766;11;3;21;Anthozoa;Scleractinia;136.4;37;Eohydnophora
387;Anthozoa Epiphaxum;0;1;10;5;Anthozoa;Helioporacea;112;39;Epiphaxum
388;Anthozoa Epismilia;13;2;9;5;Anthozoa;Scleractinia;189.6;31;Epismilia
389;Anthozoa Epismiliopsis;53;2;3;3;Anthozoa;Scleractinia;189.6;31;Epismiliopsis
390;Anthozoa Epistreptophyllum;7341;37;8;54;Anthozoa;Scleractinia;189.6;31;Epistreptophyllum
391;Anthozoa Eridophyllum;4113;35;2;36;Anthozoa;Stauriida;409.1;13;Eridophyllum
392;Anthozoa Etallonasteria;6462;13;5;18;Anthozoa;Scleractinia;161.2;34;Etallonasteria
393;Anthozoa Eugyra;13705;21;4;42;Anthozoa;Scleractinia;140.2;36;Eugyra
394;Anthozoa Euphyllia;15833;6;6;21;Anthozoa;Scleractinia;65.5;44;Euphyllia
395;Anthozoa Euryphyllum;15385;6;4;9;Anthozoa;Stauriida;299;22;Euryphyllum
396;Anthozoa Eusmilia;1747;23;3;24;Anthozoa;Scleractinia;28.4;47;Eusmilia
397;Anthozoa Evenkiella;6937;3;3;6;Anthozoa;Stauriida;443.7;10;Evenkiella
398;Anthozoa Faberophyllum;3813;25;1;25;Anthozoa;Stauriida;345;18;Faberophyllum
399;Anthozoa Faksephyllia;2536;5;1;5;Anthozoa;Scleractinia;65.5;44;Faksephyllia
400;Anthozoa Falsiamplexus;184;7;3;12;Anthozoa;Stauriida;302;21;Falsiamplexus
401;Anthozoa Falsicatenipora;6766;2;4;6;Anthozoa;Heliolitida;460.5;8;Falsicatenipora
402;Anthozoa Farabophyllum;148;3;1;3;Anthozoa;Stauriida;409.1;13;Farabophyllum
403;Anthozoa Fasciculophyllum;628;35;3;51;Anthozoa;Stauriida;360.7;17;Fasciculophyllum
404;Anthozoa Fasciphyllum;17664;7;3;20;Anthozoa;Stauriida;418.1;12;Fasciphyllum
405;Anthozoa Favia;19494;105;17;184;Anthozoa;Scleractinia;65.5;44;Favia
406;Anthozoa Favistella;19235;26;6;44;Anthozoa;Stauriida;460.5;8;Favistella
407;Anthozoa Favistina;18141;8;2;14;Anthozoa;Stauriida;460.5;8;Favistina
408;Anthozoa Favites;17676;49;7;106;Anthozoa;Scleractinia;70.6;43;Favites
409;Anthozoa Favosites;19698;256;11;777;Anthozoa;Favositida;460.5;8;Favosites
410;Anthozoa Fedorowskicyathus;7825;4;1;4;Anthozoa;Stauriida;383.7;15;Fedorowskicyathus
411;Anthozoa Felixigyra;2054;9;8;21;Anthozoa;Scleractinia;150.8;35;Felixigyra
412;Anthozoa Flabellosmilia;2;2;1;2;Anthozoa;Scleractinia;85.8;41;Flabellosmilia
413;Anthozoa Flabellum;19942;56;6;167;Anthozoa;Scleractinia;65.5;44;NA
414;Anthozoa Fletcheria;16550;10;7;17;Anthozoa;Cystiphyllida;460.5;8;Fletcheria
415;Anthozoa Fletcheriella;15892;15;4;20;Anthozoa;Auloporida;460.5;8;Fletcheriella
416;Anthozoa Fletcherina;0;1;2;2;Anthozoa;Stauriida;418.7;11;Fletcherina
417;Anthozoa Flindersipora;417;4;1;4;Anthozoa;NA;516;2;Flindersipora
418;Anthozoa Foerstephyllum;16524;13;2;19;Anthozoa;Sarcinulida;460.5;8;Foerstephyllum
419;Anthozoa Fomichevella;9269;5;3;9;Anthozoa;Stauriida;312;20;Fomichevella
420;Anthozoa Fossopora;24;2;1;2;Anthozoa;Sarcinulida;412.3;12;Fossopora
421;Anthozoa Frechastraea;15003;19;2;21;Anthozoa;Stauriida;388.1;14;Frechastraea
422;Anthozoa Frechastrea;10551;3;2;5;Anthozoa;NA;388.1;14;Frechastrea
423;Anthozoa Fuchungopora;4;4;1;4;Anthozoa;Auloporida;299;22;Fuchungopora
424;Anthozoa Fungia;18421;38;2;39;Anthozoa;Scleractinia;23.03;48;Fungia
425;Anthozoa Fungiacyathus;16049;3;7;4;Anthozoa;Scleractinia;70.6;43;Fungiacyathus
426;Anthozoa Fungiastraea;8877;45;12;94;Anthozoa;Scleractinia;175.6;32;Fungiastraea
427;Anthozoa Fungophyllia;14233;4;2;6;Anthozoa;Scleractinia;28.4;47;Fungophyllia
428;Anthozoa Furcophyllia;0;1;2;2;Anthozoa;Scleractinia;237;27;Furcophyllia
429;Anthozoa Gablonzeria;16627;24;3;26;Anthozoa;Scleractinia;237;27;Gablonzeria
430;Anthozoa Galaxea;16014;40;7;46;Anthozoa;Scleractinia;28.4;47;Galaxea
431;Anthozoa Gangamophyllum;4972;4;2;5;Anthozoa;Stauriida;345;18;Gangamophyllum
432;Anthozoa Gardineroseris;14776;4;3;5;Anthozoa;Scleractinia;28.4;47;Gardineroseris
433;Anthozoa Genabacia;5328;4;1;4;Anthozoa;Scleractinia;167.7;33;Genabacia
434;Anthozoa Gephuropora;1740;7;4;16;Anthozoa;Favositida;443.7;10;Gephuropora
435;Anthozoa Gigantostylis;22;2;1;2;Anthozoa;Scleractinia;203.6;29;Gigantostylis
436;Anthozoa Gillastraea;3995;3;1;3;Anthozoa;Scleractinia;216.5;29;Gillastraea
437;Anthozoa Glenarea;104;4;5;8;Anthozoa;Scleractinia;99.6;40;Glenarea
438;Anthozoa Glossophyllum;2984;8;3;9;Anthozoa;Stauriida;412.3;12;Glossophyllum
439;Anthozoa Goniaraea;7645;3;5;6;Anthozoa;Scleractinia;55.8;45;Goniaraea
440;Anthozoa Goniastrea;19191;68;7;82;Anthozoa;Scleractinia;70.6;43;Goniastrea
441;Anthozoa Goniocora;3879;37;5;45;Anthozoa;Scleractinia;190.7;31;Goniocora
442;Anthozoa Goniophyllum;5112;3;2;4;Anthozoa;Cystiphyllida;443.7;10;Goniophyllum
443;Anthozoa Goniopora;19943;33;10;135;Anthozoa;Scleractinia;99.6;40;Goniopora
444;Anthozoa Gorizdronia;7184;2;1;2;Anthozoa;Stauriida;376.1;16;Gorizdronia
445;Anthozoa Gracilopora;17490;6;4;17;Anthozoa;Favositida;412.3;12;Gracilopora
446;Anthozoa Graphularia;19451;8;6;24;Anthozoa;NA;70.6;43;Graphularia
447;Anthozoa Grewingkia;19451;108;3;136;Anthozoa;Stauriida;460.5;8;Grewingkia
448;Anthozoa Grypophyllum;18125;46;4;50;Anthozoa;NA;412.3;12;Grypophyllum
449;Anthozoa Gshelia;342;2;2;3;Anthozoa;Stauriida;305;21;Gshelia
450;Anthozoa Guembelastraea;8819;4;2;7;Anthozoa;Scleractinia;228;28;Guembelastraea
451;Anthozoa Gurievskiella;56;4;3;6;Anthozoa;Stauriida;418.1;12;Gurievskiella
452;Anthozoa Gyrodendron;104;5;10;11;Anthozoa;Scleractinia;161.2;34;Gyrodendron
453;Anthozoa Gyrosmilia;7510;2;2;3;Anthozoa;Scleractinia;20.43;48;Gyrosmilia
454;Anthozoa Hadrophyllia;55;4;1;4;Anthozoa;Scleractinia;11.61;49;Hadrophyllia
455;Anthozoa Hadrophyllum;787;3;1;3;Anthozoa;Stauriida;391.9;14;Hadrophyllum
456;Anthozoa Haimeicyclus;9329;6;5;9;Anthozoa;Scleractinia;199.6;30;Haimeicyclus
457;Anthozoa Haimesiastraea;12437;9;5;13;Anthozoa;Scleractinia;99.6;40;Haimesiastraea
458;Anthozoa Halomitra;0;1;21;2;Anthozoa;Scleractinia;5.33;49;Halomitra
459;Anthozoa Halysites;19448;114;5;190;Anthozoa;Heliolitida;456.1;8;Halysites
460;Anthozoa Hankaxis;6876;3;1;3;Anthozoa;Stauriida;383.7;15;Hankaxis
461;Anthozoa Haplaraea;2852;7;4;10;Anthozoa;Scleractinia;175.6;32;Haplaraea
462;Anthozoa Haplolasma;760;9;6;12;Anthozoa;Stauriida;388.1;14;Haplolasma
463;Anthozoa Haplothecia;629;6;1;6;Anthozoa;Stauriida;388.1;14;Haplothecia
464;Anthozoa Hapsiphyllum;5829;42;6;46;Anthozoa;Stauriida;409.1;13;Hapsiphyllum
465;Anthozoa Hayasakaia;4;4;4;5;Anthozoa;Auloporida;299;22;Hayasakaia
466;Anthozoa Heintzella;5846;3;1;3;Anthozoa;Stauriida;299;22;Heintzella
467;Anthozoa Heliastrea;9381;29;5;51;Anthozoa;Scleractinia;83.5;42;Heliastrea
468;Anthozoa Helicelasma;17865;8;2;9;Anthozoa;Stauriida;449.5;9;Helicelasma
469;Anthozoa Heliocoenia;11235;66;8;102;Anthozoa;Scleractinia;164.7;34;Heliocoenia
470;Anthozoa Heliolites;19111;117;8;288;Anthozoa;Heliolitida;460.5;8;Heliolites
471;Anthozoa Heliophylloides;381;2;1;2;Anthozoa;Stauriida;391.9;14;Heliophylloides
472;Anthozoa Heliophyllum;14352;98;3;107;Anthozoa;Stauriida;409.1;13;Heliophyllum
473;Anthozoa Helioplasma;13326;5;2;7;Anthozoa;Heliolitida;418.7;11;Helioplasma
474;Anthozoa Helioplasmolites;15606;5;3;10;Anthozoa;Heliolitida;443.7;10;Helioplasmolites
475;Anthozoa Heliopora;9188;4;6;14;Anthozoa;Helioporacea;93.5;41;Heliopora
476;Anthozoa Helioseris;1711;22;1;22;Anthozoa;Scleractinia;5.33;49;Helioseris
477;Anthozoa Helminthidium;6258;2;1;2;Anthozoa;Stauriida;426.2;11;Helminthidium
478;Anthozoa Heritschioides;72;3;1;3;Anthozoa;Stauriida;299;22;Heritschioides
479;Anthozoa Herpolitha;8037;2;1;2;Anthozoa;Scleractinia;5.33;49;Herpolitha
480;Anthozoa Heterastraea;9399;9;2;12;Anthozoa;Scleractinia;216.5;29;Heterastraea
481;Anthozoa Heterocoenia;7957;4;12;21;Anthozoa;Scleractinia;155.7;34;Heterocoenia
482;Anthozoa Heterocyathus;13807;15;11;18;Anthozoa;Scleractinia;112;39;Heterocyathus
483;Anthozoa Heterophrentis;17482;76;2;79;Anthozoa;Stauriida;409.1;13;Heterophrentis
484;Anthozoa Heterophyllia;1755;7;4;11;Anthozoa;Heterocorallia;376.1;16;Heterophyllia
485;Anthozoa Heteropsammia;7513;4;2;5;Anthozoa;Scleractinia;15.97;48;Heteropsammia
486;Anthozoa Hexagonaria;19068;60;4;104;Anthozoa;Stauriida;418.1;12;Hexagonaria
487;Anthozoa Hexalasma;5;2;2;3;Anthozoa;Stauriida;284;23;Hexalasma
488;Anthozoa Hexapetalum;0;1;2;2;Anthozoa;Scleractinia;155.7;34;Hexapetalum
489;Anthozoa Hexaphyllia;10251;5;3;11;Anthozoa;Heterocorallia;360.7;17;Hexaphyllia
490;Anthozoa Hexasmilia;264;3;4;4;Anthozoa;Scleractinia;125;38;Hexasmilia
491;Anthozoa Hexismia;1103;2;1;2;Anthozoa;Heliolitida;422.9;11;Hexismia
492;Anthozoa Hillaepora;3098;6;5;10;Anthozoa;Favositida;422.9;11;Hillaepora
493;Anthozoa Hillia;0;1;2;2;Anthozoa;Stauriida;318.1;20;Hillia
494;Anthozoa Hillophyllum;1064;16;5;17;Anthozoa;Cystiphyllida;460.5;8;Hillophyllum
495;Anthozoa Hispaniastraea;7425;2;2;3;Anthozoa;Scleractinia;196.5;30;Hispaniastraea
496;Anthozoa Holmophyllum;18500;16;3;29;Anthozoa;Cystiphyllida;443.7;10;Holmophyllum
497;Anthozoa Holocoenia;745;4;6;7;Anthozoa;Scleractinia;136.4;37;Holocoenia
498;Anthozoa Holocystis;8291;5;2;8;Anthozoa;Scleractinia;130;37;Holocystis
499;Anthozoa Holophragma;492;4;3;6;Anthozoa;Stauriida;456.1;8;Holophragma
500;Anthozoa Homalophyllites;634;3;1;3;Anthozoa;Stauriida;360.7;17;Homalophyllites
501;Anthozoa Homalophyllum;935;2;1;2;Anthozoa;Stauriida;391.9;14;Homalophyllum
502;Anthozoa Houchangocyathus;21;2;1;2;Anthozoa;Scleractinia;268;24;Houchangocyathus
503;Anthozoa Houershanophyllum;853;8;1;8;Anthozoa;Stauriida;391.9;14;Houershanophyllum
504;Anthozoa Huadianophyllum;0;2;1;2;Anthozoa;NA;279.5;23;Huadianophyllum
505;Anthozoa Hunanophrentis;17881;10;2;11;Anthozoa;Stauriida;388.1;14;Hunanophrentis
506;Anthozoa Hydnophora;14602;15;12;50;Anthozoa;Scleractinia;125;38;Hydnophora
507;Anthozoa Hydnophoromeandraraea;1864;6;12;14;Anthozoa;Scleractinia;130;37;Hydnophoromeandraraea
508;Anthozoa Hydrasmilia;0;2;1;2;Anthozoa;Scleractinia;228;28;Hydrasmilia
509;Anthozoa Hykeliphyllum;922;2;4;3;Anthozoa;Scleractinia;150.8;35;Hykeliphyllum
510;Anthozoa Idiophyllum;175;2;2;4;Anthozoa;Stauriida;436;10;Idiophyllum
511;Anthozoa Ilariosmilia;0;1;2;2;Anthozoa;Scleractinia;40.4;46;Ilariosmilia
512;Anthozoa Indosmilia;7738;3;1;3;Anthozoa;Scleractinia;23.03;48;Indosmilia
513;Anthozoa Innixiphyllum;0;2;1;2;Anthozoa;Stauriida;272.5;24;Innixiphyllum
514;Anthozoa Intersmilia;2169;2;6;5;Anthozoa;Scleractinia;196.5;30;Intersmilia
515;Anthozoa Iowaphyllum;5477;4;4;8;Anthozoa;Stauriida;418.1;12;Iowaphyllum
516;Anthozoa Ipciphyllum;7920;8;3;12;Anthozoa;Stauriida;284;23;Ipciphyllum
517;Anthozoa Iranophyllum;3374;4;1;4;Anthozoa;Stauriida;272.5;24;Iranophyllum
518;Anthozoa Ironella;5336;6;6;9;Anthozoa;Scleractinia;161.2;34;Ironella
519;Anthozoa Isastrea;12708;95;23;242;Anthozoa;Scleractinia;228;28;Isastrea
520;Anthozoa Isis;10842;4;4;6;Anthozoa;Gorgonida;40.4;46;Isis
521;Anthozoa Isophyllastrea;7155;5;2;6;Anthozoa;Scleractinia;20.43;48;Isophyllastrea
522;Anthozoa Isophyllia;2119;7;1;7;Anthozoa;Scleractinia;11.61;49;Isophyllia
523;Anthozoa Ivanovia;15041;6;5;10;Anthozoa;Stauriida;318.1;20;Ivanovia
524;Anthozoa Javania;1526;3;2;4;Anthozoa;Scleractinia;37.2;46;Javania
525;Anthozoa Kabakovitchiella;0;2;6;5;Anthozoa;Stauriida;312;20;Kabakovitchiella
526;Anthozoa Kenophyllum;0;1;2;2;Anthozoa;Stauriida;460.5;8;Kenophyllum
527;Anthozoa Keratoisis;1480;3;2;5;Anthozoa;NA;21.7;48;Keratoisis
528;Anthozoa Keriophyllia;7587;3;1;3;Anthozoa;Scleractinia;167.7;33;Keriophyllia
529;Anthozoa Keriophyllum;6871;2;1;2;Anthozoa;Stauriida;388.1;14;Keriophyllum
530;Anthozoa Ketophyllum;9234;10;2;12;Anthozoa;Stauriida;439;10;Ketophyllum
531;Anthozoa Keyserlingophyllum;3076;3;1;3;Anthozoa;Stauriida;360.7;17;Keyserlingophyllum
532;Anthozoa Kionelasma;1496;2;4;3;Anthozoa;Stauriida;422.9;11;Kionelasma
533;Anthozoa Kionophyllum;9666;2;1;2;Anthozoa;Stauriida;318.1;20;Kionophyllum
534;Anthozoa Kitakamiia;0;2;4;3;Anthozoa;Favositida;421.3;11;Kitakamiia
535;Anthozoa Kitakamiphyllum;215;3;1;3;Anthozoa;NA;418.1;12;Kitakamiphyllum
536;Anthozoa Kizilia;4079;3;2;4;Anthozoa;Stauriida;345;18;Kizilia
537;Anthozoa Kleopatrina;2617;2;1;2;Anthozoa;Stauriida;290;22;Kleopatrina
538;Anthozoa Kobya;6246;4;9;9;Anthozoa;Scleractinia;171.6;33;Kobya
539;Anthozoa Kobyastraea;7652;7;10;16;Anthozoa;Scleractinia;175.6;32;Kobyastraea
540;Anthozoa Kobyphyllia;0;1;4;2;Anthozoa;Scleractinia;112;39;Kobyphyllia
541;Anthozoa Kodonophyllum;10587;12;2;18;Anthozoa;Stauriida;439;10;Kodonophyllum
542;Anthozoa Koilocoenia;156;4;3;6;Anthozoa;Scleractinia;245;27;Koilocoenia
